 11
 1 83012
 3038 600 321
 1278 1604 2355 8
 1279 1604 2391 6
 1280 1603 2427 29
 1281 1477 2491 38
 1282 1458 2546 82
 1283 1468 2613 20
 1284 1494 2552 47
 1285 1548 2553 3
 1286 1594 2544 26
 1287 1605 2494 27
 1288 1488 2659 69
 1289 1486 2703 61
 1290 1488 2735 61
 1291 1488 2776 14
 1292 1457 2775 92
 1293 1489 2813 4
 1294 1488 2855 24
 1295 1457 2890 10
 1296 1488 2893 8
 1297 1487 2932 18
 1298 1544 2775 50
 1299 1547 2699 78
 1300 1535 2668 87
 1301 1583 2660 82
 1302 1585 2701 12
 1303 1585 2738 48
 1304 1584 2777 8
 1305 1586 2815 9
 1306 1581 2852 44
 1307 1586 2894 65
 1308 1583 2933 63
 1309 1485 3010 24
 1310 1439 3046 100
 1311 1448 3124 50
 1312 1488 3085 100
 1313 1493 3124 13
 1314 1489 3162 43
 1315 1485 3201 93
 1316 1492 3244 75
 1317 1487 3279 72
 1318 1490 3316 25
 1319 1488 3357 27
 1320 1583 3065 90
 1321 1624 3107 8
 1322 1588 3102 46
 1323 1585 3146 92
 1324 1583 3182 20
 1325 1601 3205 73
 1326 1584 3223 44
 1327 1584 3258 21
 1328 1584 3300 28
 1329 1586 3341 33
 1330 1582 3373 28
 1331 1584 3417 97
 1332 1613 3420 86
 1333 1632 3435 91
 1334 1640 3473 14
 1335 1671 3463 85
 1336 1499 3493 58
 1337 1487 3528 93
 1338 1488 3570 53
 1339 1486 3596 8
 1340 1487 3643 6
 1341 1487 3685 48
 1342 1487 3722 82
 1343 1488 3763 25
 1344 1487 3800 24
 1345 1488 3841 43
 1346 1488 3878 57
 1347 1547 3703 24
 1348 1543 3742 83
 1349 1582 3572 91
 1350 1583 3604 76
 1351 1584 3648 32
 1352 1584 3686 71
 1353 1580 3722 53
 1354 1584 3764 34
 1355 1583 3801 46
 1356 1584 3842 59
 1357 1586 3878 7
 1358 1624 3861 74
 1359 1633 3901 46
 1360 1661 3889 82
 1361 1622 3648 97
 1362 1631 3607 60
 1363 1651 3568 54
 1364 1187 114 73
 1365 1225 83 23
 1366 1253 91 32
 1367 1283 86 75
 1368 1251 128 95
 1369 1249 163 78
 1370 1252 206 90
 1371 1230 225 74
 1372 1250 245 75
 1373 1287 243 9
 1374 1254 283 70
 1375 1254 324 7
 1376 1292 324 46
 1377 1319 48 77
 1378 1329 83 92
 1379 1327 126 12
 1380 1329 166 60
 1381 1329 204 9
 1382 1330 244 27
 1383 1329 284 21
 1384 1329 321 91
 1385 1396 68 48
 1386 1417 128 81
 1387 1415 167 56
 1388 1405 211 21
 1389 1366 265 58
 1390 1376 333 34
 1391 1415 327 18
 1392 1260 533 30
 1393 1260 571 68
 1394 1258 610 96
 1395 1259 648 80
 1396 1257 689 29
 1397 1259 727 49
 1398 1259 765 43
 1399 1258 804 9
 1400 1258 864 64
 1401 1297 611 81
 1402 1298 574 45
 1403 1298 531 29
 1404 1339 453 27
 1405 1337 493 63
 1406 1334 533 64
 1407 1335 573 47
 1408 1336 612 6
 1409 1336 650 55
 1410 1336 689 20
 1411 1337 733 58
 1412 1336 768 9
 1413 1335 803 18
 1414 1335 844 51
 1415 1333 885 58
 1416 1384 806 27
 1417 1279 990 1
 1418 1279 1062 83
 1419 1236 1135 68
 1420 1239 1174 1
 1421 1238 1210 89
 1422 1239 1250 40
 1423 1239 1288 84
 1424 1239 1329 23
 1425 1238 1364 67
 1426 1238 1408 66
 1427 1208 1406 11
 1428 1238 1444 82
 1429 1277 1193 47
 1430 1315 1152 41
 1431 1296 1319 59
 1432 1357 1068 9
 1433 1356 1130 74
 1434 1356 1172 84
 1435 1401 976 66
 1436 1395 1192 94
 1437 1359 1214 14
 1438 1375 1231 88
 1439 1357 1251 53
 1440 1354 1288 71
 1441 1353 1326 78
 1442 1357 1368 85
 1443 1356 1406 65
 1444 1051 88 47
 1445 1047 125 50
 1446 1049 170 70
 1447 1044 206 92
 1448 1046 246 54
 1449 1048 280 48
 1450 1046 322 40
 1451 1099 334 97
 1452 1106 127 8
 1453 1096 95 78
 1454 1136 86 92
 1455 1134 128 45
 1456 1132 162 19
 1457 1134 204 42
 1458 1135 247 29
 1459 1135 280 84
 1460 1136 322 72
 1461 1153 387 72
 1462 1182 339 16
 1463 1232 395 18
 1464 1036 456 33
 1465 1090 425 88
 1466 1162 465 74
 1467 1233 507 55
 1468 1047 534 59
 1469 1049 572 75
 1470 1045 608 23
 1471 1046 650 86
 1472 1046 689 46
 1473 1046 730 72
 1474 1044 763 36
 1475 1048 805 2
 1476 1047 847 6
 1477 1047 887 82
 1478 1105 805 66
 1479 1092 764 58
 1480 1074 727 41
 1481 1087 613 85
 1482 1086 533 89
 1483 1128 633 92
 1484 1142 529 62
 1485 1144 573 3
 1486 1142 610 15
 1487 1143 650 16
 1488 1146 690 28
 1489 1142 729 65
 1490 1141 768 89
 1491 1142 804 66
 1492 1185 592 50
 1493 1221 648 55
 1494 1218 861 7
 1495 1183 863 94
 1496 1094 900 73
 1497 1085 928 17
 1498 1029 942 91
 1499 1027 998 59
 1500 1144 1009 16
 1501 1174 996 96
 1502 1202 1000 100
 1503 1174 942 53
 1504 998 1066 91
 1505 998 1104 54
 1506 995 1145 63
 1507 999 1181 72
 1508 997 1222 62
 1509 996 1261 99
 1510 997 1298 74
 1511 998 1339 73
 1512 996 1393 56
 1513 1055 1431 32
 1514 1093 1452 9
 1515 1095 1424 71
 1516 1055 1400 63
 1517 1054 1363 26
 1518 1083 1384 52
 1519 1094 1355 34
 1520 1053 1325 98
 1521 1053 1284 100
 1522 1056 1249 86
 1523 1058 1210 98
 1524 1057 1172 85
 1525 1058 1136 70
 1526 1059 1092 78
 1527 1048 1056 46
 1528 1078 1154 61
 1529 1102 1171 44
 1530 1171 1055 80
 1531 1173 1093 47
 1532 1172 1135 39
 1533 1137 1134 9
 1534 1174 1179 79
 1535 1172 1212 15
 1536 1170 1251 69
 1537 1152 1270 72
 1538 1172 1292 24
 1539 1172 1330 15
 1540 1171 1368 70
 1541 1170 1408 64
 1542 784 30 19
 1543 806 107 72
 1544 842 85 63
 1545 844 130 5
 1546 843 166 12
 1547 844 206 18
 1548 843 245 94
 1549 845 282 13
 1550 843 322 71
 1551 843 361 81
 1552 882 166 38
 1553 884 88 7
 1554 930 85 33
 1555 933 127 19
 1556 932 163 25
 1557 931 205 99
 1558 931 246 46
 1559 904 264 86
 1560 929 286 92
 1561 933 321 45
 1562 930 370 59
 1563 991 165 55
 1564 826 440 84
 1565 965 459 88
 1566 581 79 68
 1567 642 90 15
 1568 642 128 5
 1569 637 164 94
 1570 642 208 19
 1571 641 248 36
 1572 641 285 71
 1573 642 323 80
 1574 640 361 11
 1575 671 360 75
 1576 681 164 57
 1577 680 84 75
 1578 710 437 54
 1579 730 359 84
 1580 732 321 84
 1581 767 323 78
 1582 726 287 28
 1583 727 244 32
 1584 726 117 56
 1585 729 166 34
 1586 729 130 49
 1587 728 86 34
 1588 805 594 97
 1589 782 653 3
 1590 842 631 53
 1591 855 706 43
 1592 872 799 27
 1593 845 826 23
 1594 843 864 86
 1595 890 848 17
 1596 889 883 84
 1597 950 919 16
 1598 932 883 67
 1599 929 846 18
 1600 930 804 19
 1601 925 765 52
 1602 933 726 82
 1603 928 689 11
 1604 958 690 81
 1605 932 651 95
 1606 929 612 88
 1607 931 570 87
 1608 929 535 95
 1609 1001 514 76
 1610 573 325 27
 1611 611 474 58
 1612 610 503 40
 1613 601 575 71
 1614 654 571 100
 1615 640 648 5
 1616 642 688 52
 1617 638 728 61
 1618 640 766 53
 1619 641 805 18
 1620 640 842 42
 1621 641 883 83
 1622 689 890 93
 1623 689 843 96
 1624 688 804 22
 1625 729 863 76
 1626 727 628 20
 1627 896 1027 72
 1628 881 971 91
 1629 823 961 81
 1630 746 958 1
 1631 602 953 35
 1632 599 1009 62
 1633 828 1065 69
 1634 803 1085 58
 1635 824 1104 46
 1636 825 1144 63
 1637 823 1181 33
 1638 823 1222 36
 1639 825 1261 96
 1640 821 1298 32
 1641 822 1356 66
 1642 843 1399 96
 1643 882 1336 58
 1644 881 1296 20
 1645 882 1263 57
 1646 880 1215 53
 1647 880 1178 72
 1648 882 1143 61
 1649 882 1102 88
 1650 879 1065 43
 1651 750 1088 79
 1652 753 1216 48
 1653 754 1258 17
 1654 773 1307 85
 1655 747 1358 78
 1656 710 1301 97
 1657 709 1261 90
 1658 707 1223 29
 1659 706 1181 89
 1660 707 1146 33
 1661 704 1102 55
 1662 708 1067 76
 1663 638 1105 98
 1664 639 1145 51
 1665 641 1179 95
 1666 637 1222 60
 1667 638 1256 52
 1668 639 1298 66
 1669 640 1337 57
 1670 640 1375 69
 1671 641 1415 41
 1672 602 1394 22
 1673 638 1455 99
 1674 1796 1505 95
 1675 1756 1494 43
 1676 1717 1484 90
 1677 1679 1484 76
 1678 1631 1473 41
 1679 1533 1492 58
 1680 1051 1481 80
 1681 1002 1482 10
 1682 811 1481 19
 1683 1758 1524 62
 1684 1719 1525 50
 1685 1678 1524 58
 1686 1640 1525 33
 1687 1601 1522 100
 1688 1563 1524 35
 1689 1523 1524 15
 1690 1485 1521 53
 1691 1448 1524 10
 1692 1408 1523 17
 1693 1370 1524 45
 1694 1332 1523 26
 1695 1292 1524 56
 1696 1252 1523 62
 1697 1215 1523 69
 1698 1175 1522 75
 1699 1140 1523 38
 1700 1097 1524 78
 1701 1060 1522 45
 1702 1022 1522 87
 1703 982 1521 14
 1704 947 1522 11
 1705 905 1521 81
 1706 865 1522 2
 1707 829 1522 67
 1708 790 1523 66
 1709 752 1520 8
 1710 713 1520 7
 1711 675 1521 70
 1712 634 1522 1
 1713 597 1521 85
 1714 557 1521 51
 1715 1757 1647 11
 1716 1759 1687 97
 1717 1739 1773 70
 1718 1720 1598 65
 1719 1699 1744 98
 1720 1679 1696 17
 1721 1660 1559 89
 1722 1640 1658 69
 1723 1622 1820 7
 1724 1606 1548 100
 1725 1563 1551 73
 1726 1574 1596 6
 1727 1574 1763 77
 1728 1548 1832 7
 1729 1488 1562 94
 1730 1451 1561 59
 1731 1464 1610 50
 1732 1488 1715 6
 1733 1410 1627 48
 1734 1411 1693 44
 1735 1391 1776 56
 1736 1370 1594 11
 1737 1361 1626 54
 1738 1334 1754 28
 1739 1313 1783 54
 1740 1274 1560 14
 1741 1178 1813 77
 1742 1140 1814 51
 1743 1080 1693 32
 1744 1042 1706 83
 1745 1004 1636 92
 1746 927 1618 17
 1747 928 1667 36
 1748 869 1743 85
 1749 871 1842 93
 1750 830 1765 98
 1751 811 1642 21
 1752 782 1630 86
 1753 752 1611 14
 1754 713 1570 24
 1755 716 1842 23
 1756 676 1751 54
 1757 676 1821 33
 1758 628 1762 25
 1759 611 1716 8
 1760 634 1596 21
 1761 598 1607 32
 1762 560 1646 76
 1763 560 1685 100
 1764 521 1784 3
 1765 1756 1869 25
 1766 1717 1869 86
 1767 1680 1870 94
 1768 1642 1871 32
 1769 1602 1871 76
 1770 1564 1871 26
 1771 1526 1870 96
 1772 1487 1871 8
 1773 1448 1873 87
 1774 1409 1871 26
 1775 1369 1872 89
 1776 1333 1872 79
 1777 1294 1872 38
 1778 1253 1873 100
 1779 1218 1872 20
 1780 1176 1870 53
 1781 1139 1869 7
 1782 1100 1872 2
 1783 1061 1871 72
 1784 1024 1869 51
 1785 983 1871 48
 1786 945 1870 41
 1787 904 1870 98
 1788 869 1870 26
 1789 829 1870 99
 1790 789 1872 13
 1791 751 1867 53
 1792 713 1872 9
 1793 674 1868 33
 1794 637 1869 95
 1795 596 1871 67
 1796 557 1872 65
 1797 1642 1902 82
 1798 1563 1899 75
 1799 1456 1928 36
 1800 1256 1899 48
 1801 1234 1936 40
 1802 1144 1909 50
 1803 1102 1910 54
 1804 1060 1909 4
 1805 984 1898 10
 1806 948 1909 38
 1807 883 1927 1
 1808 848 1907 41
 1809 769 1906 89
 1810 716 1899 20
 1811 674 1908 72
 1812 599 1908 94
 1813 1475 1984 40
 1814 1428 2007 7
 1815 1429 2044 4
 1816 1430 2082 48
 1817 1430 2122 76
 1818 1429 2160 47
 1819 1429 2198 77
 1820 1430 2238 13
 1821 1429 2277 17
 1822 1428 2314 24
 1823 1432 2369 32
 1824 1428 2391 70
 1825 1429 2427 47
 1826 1425 2493 86
 1827 1380 2004 99
 1828 1410 2102 8
 1829 1380 2239 29
 1830 1409 2370 69
 1831 1352 2311 47
 1832 1351 2340 92
 1833 1351 2410 26
 1834 1313 2156 66
 1835 1270 2334 56
 1836 1274 2490 8
 1837 1379 2550 2
 1838 1343 2547 21
 1839 1362 2602 47
 1840 1291 2527 48
 1841 1265 2560 3
 1842 1286 2635 69
 1843 1363 2662 79
 1844 1369 2701 8
 1845 1394 2722 56
 1846 1371 2740 24
 1847 1370 2782 20
 1848 1370 2817 13
 1849 1369 2857 78
 1850 1409 2886 39
 1851 1369 2894 71
 1852 1369 2935 27
 1853 1273 2933 12
 1854 1272 2893 65
 1855 1273 2852 83
 1856 1274 2814 2
 1857 1275 2780 8
 1858 1272 2737 99
 1859 1271 2701 81
 1860 1273 2664 55
 1861 1234 2963 23
 1862 1272 2961 43
 1863 1390 2982 71
 1864 1252 3025 99
 1865 1343 3049 74
 1866 1372 3087 41
 1867 1372 3128 61
 1868 1373 3166 2
 1869 1371 3201 91
 1870 1372 3240 26
 1871 1369 3287 87
 1872 1369 3317 81
 1873 1374 3358 1
 1874 1328 3417 47
 1875 1294 3421 54
 1876 1271 3357 47
 1877 1276 3318 66
 1878 1274 3278 94
 1879 1233 3280 41
 1880 1273 3239 77
 1881 1275 3199 22
 1882 1273 3164 86
 1883 1276 3126 93
 1884 1275 3085 55
 1885 1224 3184 85
 1886 1194 3144 100
 1887 1320 3201 91
 1888 1322 3260 95
 1889 1392 3504 18
 1890 1423 3532 81
 1891 1399 3764 60
 1892 1408 3862 15
 1893 1439 3890 28
 1894 1370 3528 62
 1895 1370 3569 71
 1896 1368 3612 66
 1897 1369 3646 20
 1898 1371 3683 11
 1899 1370 3723 65
 1900 1370 3765 83
 1901 1367 3801 81
 1902 1368 3840 93
 1903 1367 3882 6
 1904 1331 3871 80
 1905 1332 3792 60
 1906 1312 3586 55
 1907 1274 3528 15
 1908 1272 3567 38
 1909 1272 3606 92
 1910 1272 3648 39
 1911 1273 3683 6
 1912 1272 3722 1
 1913 1273 3764 40
 1914 1274 3808 65
 1915 1274 3841 54
 1916 1274 3879 39
 1917 1234 2182 10
 1918 1248 2241 13
 1919 1226 2276 66
 1920 1195 2006 73
 1921 1198 2043 99
 1922 1199 2079 56
 1923 1197 2119 21
 1924 1199 2162 71
 1925 1196 2200 21
 1926 1198 2238 44
 1927 1195 2278 63
 1928 1197 2317 85
 1929 1198 2357 56
 1930 1196 2392 24
 1931 1197 2432 1
 1932 1206 2489 94
 1933 1157 2003 51
 1934 1157 2042 86
 1935 1158 2081 99
 1936 1158 2118 17
 1937 1159 2162 82
 1938 1156 2200 36
 1939 1156 2240 46
 1940 1156 2278 26
 1941 1159 2315 61
 1942 1157 2351 77
 1943 1160 2393 72
 1944 1159 2431 77
 1945 1155 2472 88
 1946 1161 2509 55
 1947 1119 2470 2
 1948 1191 2576 92
 1949 1119 2573 40
 1950 1194 2740 80
 1951 1155 2661 95
 1952 1159 2700 58
 1953 1159 2738 68
 1954 1160 2776 52
 1955 1161 2815 83
 1956 1159 2854 60
 1957 1157 2892 16
 1958 1163 2929 67
 1959 1108 2815 12
 1960 1108 2912 80
 1961 1082 2758 34
 1962 1062 2657 28
 1963 1063 2701 32
 1964 1064 2739 96
 1965 1062 2776 95
 1966 1063 2816 58
 1967 1061 2850 83
 1968 1060 2894 27
 1969 1059 2933 32
 1970 1176 3028 2
 1971 1158 3088 33
 1972 1160 3126 34
 1973 1155 3166 44
 1974 1158 3201 6
 1975 1159 3242 14
 1976 1157 3282 60
 1977 1158 3320 14
 1978 1158 3356 76
 1979 1109 3068 22
 1980 1121 3105 81
 1981 1097 3206 3
 1982 1064 3088 30
 1983 1062 3131 23
 1984 1064 3162 32
 1985 1062 3203 1
 1986 1061 3241 34
 1987 1059 3280 67
 1988 1061 3320 94
 1989 1062 3357 6
 1990 1213 3625 26
 1991 1224 3667 69
 1992 1186 3743 38
 1993 1204 3783 66
 1994 1157 3530 12
 1995 1158 3569 59
 1996 1159 3611 57
 1997 1160 3645 43
 1998 1153 3686 79
 1999 1158 3729 25
 2000 1158 3765 75
 2001 1156 3801 98
 2002 1157 3843 73
 2003 1157 3880 99
 2004 1118 3501 100
 2005 1118 3794 23
 2006 1118 3870 88
 2007 1059 3529 24
 2008 1061 3568 71
 2009 1063 3607 94
 2010 1062 3647 20
 2011 1061 3682 94
 2012 1062 3730 16
 2013 1059 3763 3
 2014 1061 3801 46
 2015 1059 3842 74
 2016 1060 3880 43
 2017 954 1976 2
 2018 955 2023 73
 2019 1083 2026 92
 2020 1073 2061 1
 2021 1012 2100 27
 2022 1072 2198 41
 2023 981 2279 67
 2024 1050 2507 44
 2025 964 2624 92
 2026 1005 2681 3
 2027 984 2719 13
 2028 1031 3009 29
 2029 1004 3059 5
 2030 970 3018 47
 2031 1003 3426 9
 2032 968 3425 92
 2033 928 2006 28
 2034 928 2048 73
 2035 928 2081 61
 2036 927 2122 6
 2037 927 2159 88
 2038 928 2200 34
 2039 925 2241 47
 2040 927 2276 90
 2041 926 2317 28
 2042 928 2354 79
 2043 926 2391 37
 2044 929 2429 90
 2045 926 2469 20
 2046 924 2508 68
 2047 886 2003 58
 2048 889 2045 69
 2049 888 2083 63
 2050 888 2120 81
 2051 889 2159 46
 2052 887 2201 20
 2053 886 2241 59
 2054 890 2276 84
 2055 886 2315 25
 2056 888 2353 77
 2057 888 2392 72
 2058 886 2430 65
 2059 887 2468 63
 2060 889 2509 11
 2061 910 2588 99
 2062 947 2662 77
 2063 869 2633 72
 2064 947 2659 36
 2065 946 2700 66
 2066 946 2740 31
 2067 946 2777 78
 2068 947 2815 16
 2069 945 2856 73
 2070 947 2894 81
 2071 944 2932 74
 2072 847 2929 64
 2073 848 2891 75
 2074 850 2854 26
 2075 847 2813 35
 2076 848 2775 6
 2077 847 2736 46
 2078 849 2699 56
 2079 849 2665 69
 2080 863 2987 84
 2081 867 3019 8
 2082 944 3021 70
 2083 941 3088 54
 2084 944 3127 40
 2085 945 3160 21
 2086 945 3203 20
 2087 943 3242 47
 2088 945 3275 50
 2089 946 3321 65
 2090 945 3359 70
 2091 849 3087 44
 2092 849 3125 48
 2093 850 3162 87
 2094 848 3202 42
 2095 850 3242 33
 2096 850 3283 28
 2097 853 3319 44
 2098 938 3441 13
 2099 910 3440 39
 2100 943 3530 75
 2101 947 3570 52
 2102 943 3609 83
 2103 946 3647 86
 2104 947 3683 70
 2105 947 3725 57
 2106 947 3761 32
 2107 946 3803 41
 2108 946 3843 18
 2109 946 3883 77
 2110 904 3703 94
 2111 928 3742 55
 2112 904 3793 93
 2113 895 3834 49
 2114 897 3859 28
 2115 867 3522 72
 2116 848 3607 61
 2117 848 3647 79
 2118 849 3683 99
 2119 848 3727 54
 2120 852 3757 71
 2121 850 3800 21
 2122 849 3841 26
 2123 850 3878 60
 2124 826 3821 31
 2125 811 3858 3
 2126 694 1955 36
 2127 824 1976 65
 2128 804 2041 91
 2129 793 2081 90
 2130 762 2117 61
 2131 803 2142 34
 2132 750 2159 43
 2133 773 2180 78
 2134 861 2487 22
 2135 831 2503 78
 2136 842 2583 80
 2137 759 2718 52
 2138 791 2779 40
 2139 780 2967 42
 2140 829 3000 56
 2141 808 3237 88
 2142 819 3279 55
 2143 760 3319 11
 2144 780 3424 95
 2145 808 3444 26
 2146 785 3527 16
 2147 780 3572 90
 2148 748 3550 98
 2149 750 3708 4
 2150 655 1966 27
 2151 656 2011 18
 2152 655 2040 44
 2153 656 2082 14
 2154 658 2123 82
 2155 656 2160 16
 2156 656 2198 34
 2157 658 2239 96
 2158 657 2274 77
 2159 657 2314 56
 2160 657 2356 7
 2161 657 2390 88
 2162 654 2430 18
 2163 655 2469 23
 2164 656 2509 56
 2165 599 2004 79
 2166 597 2042 29
 2167 598 2081 67
 2168 596 2122 30
 2169 598 2161 34
 2170 599 2196 37
 2171 600 2239 26
 2172 597 2278 32
 2173 597 2317 33
 2174 598 2354 97
 2175 597 2393 18
 2176 598 2432 59
 2177 597 2516 38
 2178 598 2551 96
 2179 734 2663 71
 2180 735 2701 80
 2181 735 2741 80
 2182 735 2780 67
 2183 735 2814 61
 2184 734 2851 4
 2185 732 2896 46
 2186 734 2932 88
 2187 704 2834 83
 2188 680 2771 7
 2189 689 2693 54
 2190 697 2630 31
 2191 657 2881 76
 2192 639 2595 57
 2193 636 2631 17
 2194 639 2673 36
 2195 637 2708 33
 2196 635 2748 66
 2197 635 2787 60
 2198 635 2822 28
 2199 636 2863 48
 2200 636 2902 55
 2201 636 2944 29
 2202 598 2592 76
 2203 600 2629 50
 2204 596 2671 8
 2205 598 2707 3
 2206 596 2748 70
 2207 596 2787 75
 2208 597 2825 77
 2209 598 2863 11
 2210 595 2900 38
 2211 595 2943 72
 2212 733 3020 15
 2213 628 2998 98
 2214 547 3010 67
 2215 734 3087 58
 2216 733 3125 16
 2217 736 3164 11
 2218 732 3202 6
 2219 732 3237 2
 2220 733 3277 50
 2221 734 3320 9
 2222 703 3459 64
 2223 692 3587 87
 2224 733 3607 49
 2225 731 3644 51
 2226 733 3687 68
 2227 734 3723 56
 2228 732 3767 4
 2229 732 3804 31
 2230 734 3844 95
 2231 733 3880 5
 2232 674 3086 52
 2233 676 3122 67
 2234 674 3169 18
 2235 674 3199 38
 2236 672 3241 22
 2237 675 3279 1
 2238 677 3320 13
 2239 676 3359 98
 2240 675 3396 77
 2241 674 3436 28
 2242 666 3472 49
 2243 676 3531 23
 2244 675 3571 90
 2245 672 3609 60
 2246 674 3648 68
 2247 675 3684 66
 2248 675 3726 44
 2249 674 3764 63
 2250 674 3802 63
 2251 674 3844 80
 2252 676 3877 77
 2253 578 3144 69
 2254 620 3223 88
 2255 640 3271 97
 2256 607 3341 58
 2257 636 3439 52
 2258 597 3533 9
 2259 609 3940 57
 2260 438 49 82
 2261 417 284 85
 2262 457 122 67
 2263 453 162 7
 2264 454 202 80
 2265 456 242 26
 2266 457 282 64
 2267 457 320 13
 2268 456 361 58
 2269 484 185 9
 2270 524 122 83
 2271 525 166 56
 2272 526 204 46
 2273 523 245 100
 2274 524 283 9
 2275 526 323 20
 2276 524 361 11
 2277 559 390 76
 2278 390 410 28
 2279 363 47 96
 2280 339 124 11
 2281 340 165 48
 2282 340 204 96
 2283 342 243 58
 2284 341 282 14
 2285 341 323 86
 2286 342 359 5
 2287 322 48 97
 2288 302 127 89
 2289 300 163 78
 2290 302 203 58
 2291 301 244 63
 2292 302 285 94
 2293 305 325 18
 2294 304 362 95
 2295 247 382 38
 2296 223 282 32
 2297 212 110 51
 2298 233 50 49
 2299 169 41 35
 2300 186 128 86
 2301 186 164 13
 2302 186 203 94
 2303 189 246 100
 2304 186 285 37
 2305 186 322 65
 2306 188 361 3
 2307 148 358 58
 2308 147 322 55
 2309 147 287 68
 2310 150 244 65
 2311 149 207 41
 2312 149 166 74
 2313 149 129 71
 2314 111 168 43
 2315 91 51 79
 2316 54 48 33
 2317 33 126 84
 2318 33 167 9
 2319 35 118 99
 2320 35 248 42
 2321 33 360 11
 2322 31 364 17
 2323 33 368 39
 2324 34 372 10
 2325 33 323 37
 2326 34 362 22
 2327 63 360 33
 2328 90 324 60
 2329 534 473 79
 2330 529 610 85
 2331 494 504 65
 2332 467 475 84
 2333 437 532 78
 2334 454 603 84
 2335 397 524 99
 2336 415 479 65
 2337 366 604 17
 2338 322 524 21
 2339 312 465 69
 2340 272 522 89
 2341 273 571 62
 2342 262 436 50
 2343 229 452 47
 2344 224 484 21
 2345 119 573 64
 2346 117 526 86
 2347 54 574 88
 2348 52 493 56
 2349 64 453 99
 2350 4 554 46
 2351 -47 512 32
 2352 4 602 49
 2353 34 632 61
 2354 12 666 66
 2355 550 691 84
 2356 525 650 19
 2357 525 689 64
 2358 521 729 50
 2359 523 766 12
 2360 523 805 84
 2361 521 841 68
 2362 527 884 52
 2363 455 1299 62
 2364 427 884 12
 2365 428 843 45
 2366 429 804 43
 2367 428 768 8
 2368 427 728 79
 2369 426 685 46
 2370 430 648 25
 2371 370 725 86
 2372 387 781 19
 2373 367 823 99
 2374 311 883 7
 2375 311 839 42
 2376 313 801 32
 2377 313 767 51
 2378 309 724 40
 2379 311 685 96
 2380 316 649 81
